avg_ipt,bytes_in,bytes_out,dest_ip,dest_port,entropy,num_pkts_out,num_pkts_in,proto,src_ip,src_port,time_end,time_start,total_entropy,label,duration
0,0,0,786,47613,0.0,9,0,6,786,25149,1655070314493697,1655070287499816,0.0,outlier,26.993881
4753.666666666667,0,900,786,67,1.619327,3,0,17,786,68,1655070309113609,1655070294851908,1457.3947,benign,14.261701
0,0,0,786,43288,0.0,1,0,6,786,47613,1655070310784329,1655070310784329,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655070298599036,1655070298598944,47.999996,malicious,9.2E-5
0,0,0,786,7547,0.0,1,1,6,786,38840,1655070323748133,1655070323747723,0.0,outlier,4.1E-4
111.5,19,233,786,7547,5.462137,6,5,6,786,29195,165507032430567,1655070323859658,1376.4586,outlier,0.446012
0,0,0,786,19326,0.0,1,0,6,786,47613,1655070324873048,1655070324873048,0.0,outlier,0.0
5.5,48,48,786,123,4.60183,1,1,17,786,123,165507032790954,1655070327897956,441.7757,outlier,0.011584
0,0,0,786,9200,0.0,2,1,6,786,48332,1655070329380453,1655070329379574,0.0,benign,8.79E-4
0,0,0,786,9200,0.0,2,1,6,786,48334,1655070329396698,1655070329395721,0.0,benign,9.77E-4
0,0,0,786,2014,0.0,1,0,6,786,47613,1655070331303082,1655070331303082,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655070323190262,1655070323190184,47.999996,malicious,7.8E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655070324072687,1655070324072612,47.999996,malicious,7.5E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655070326801326,1655070326801259,114.267365,outlier,6.7E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655070327318341,1655070327318244,47.999996,malicious,9.7E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655070327655758,1655070327655657,47.999996,outlier,1.01E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655070330511038,165507033051098,47.999996,outlier,5.8E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655070332210346,1655070332210243,114.267365,malicious,1.03E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655070335939997,1655070335939893,47.999996,malicious,1.04E-4
84215052.35294117,1123,17387,786,9200,3.807324,105,35,6,786,48330,1655070318390783,165507031801166,70473.58,benign,0.379123
0,0,0,786,17987,0.0,1,0,6,786,47613,1655070412401148,1655070412401148,0.0,outlier,0.0
56.88235294117647,6764,7428,786,5060,3.635977,17,17,17,786,24192,1655070419579449,16550704176348,51601.78,outlier,1.944649
0,0,0,786,30858,0.0,1,0,6,786,47613,1655070428070705,1655070428070705,0.0,outlier,0.0
216.25,1359,745,786,22,6.921184,12,14,6,786,57170,1655070420781716,1655070417985335,14562.17,outlier,2.796381
0,0,0,786,8491,0.0,1,0,6,786,47613,165507042087073,165507042087073,0.0,outlier,0.0
144,12,12,786,5900,2.886842,5,5,6,786,53556,1655070428509385,1655070428075046,69.28421,outlier,0.434339
0,0,0,786,44248,0.0,1,0,6,786,47613,1655070430191877,1655070430191877,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655070428988258,165507042898815,47.999996,outlier,1.08E-4
0,0,0,786,9200,0.0,2,1,6,786,48394,1655070432046908,1655070432045741,0.0,benign,0.001167
144.5,12,12,786,5900,2.886842,5,5,6,786,33500,1655070433775594,1655070433339071,69.28421,outlier,0.436523
64.38461538461539,488,32958,786,9200,2.308048,120,41,6,786,48444,1655070437504109,1655070434147838,77194.98,benign,3.356271
0,0,0,786,38590,0.0,1,0,6,786,47613,1655070439217953,1655070439217953,0.0,outlier,0.0
0,0,0,786,57263,0.0,1,0,6,786,47613,1655070439334709,1655070439334709,0.0,outlier,0.0
0,0,0,786,29957,0.0,1,0,6,786,47613,1655070439404511,1655070439404511,0.0,outlier,0.0
0,0,0,786,9200,0.0,2,1,6,786,48390,1655070459601138,1655070459600124,0.0,benign,0.001014
0,0,0,786,63540,0.0,1,0,6,786,47613,1655070459710299,1655070459710299,0.0,outlier,0.0
0,0,0,786,9200,0.0,2,1,6,786,48410,1655070444527487,1655070444523152,0.0,benign,0.004335
0,0,0,786,7167,0.0,1,0,6,786,47613,1655070445868163,1655070445868163,0.0,outlier,0.0
0,0,0,786,30210,0.0,1,0,6,786,47613,165507044595759,165507044595759,0.0,outlier,0.0
0,0,0,786,53858,0.0,1,0,6,786,47613,1655070446875992,1655070446875992,0.0,outlier,0.0
0,0,0,786,63081,0.0,1,0,6,786,47613,165507044734476,165507044734476,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655070460040654,1655070460040558,47.999996,outlier,9.6E-5
0,0,0,786,59257,0.0,1,0,6,786,47613,1655070448556081,1655070448556081,0.0,outlier,0.0
148.5,12,12,786,5900,2.886842,5,5,6,786,37796,1655068811414365,1655068810967758,69.28421,outlier,0.446607
536871751.25,376,8866,786,9200,3.09076,8,5,6,786,47692,1655068851899763,1655068845183856,28564.809,benign,6.715907
0,0,0,786,54044,0.0,1,0,6,786,1434,1655068812939645,1655068812939645,0.0,outlier,0.0
1076,19,18,786,18000,3.699337,6,5,6,786,61953,1655068852298503,1655068849989364,136.87546,outlier,2.309139
148.5,12,12,786,5900,2.886842,5,5,6,786,36436,1655068850973064,1655068850525993,69.28421,outlier,0.447071
138.41666666666666,1359,745,786,22,6.890115,12,14,6,786,51484,1655068852875803,1655068851128336,14496.803,outlier,1.747467
33,0,517,786,38000,3.848769,4,4,6,786,52538,1655068852094594,1655068852028887,1989.8138,outlier,0.065707
0,0,0,786,20407,0.0,1,0,6,786,47613,1655068853141505,1655068853141505,0.0,outlier,0.0
84215231.96078432,390,12993,786,9200,3.340014,57,16,6,786,47616,1655068853908254,1655068844370401,44699.414,benign,9.537853
743,0,14,786,6379,3.128085,5,3,6,786,52488,1655068853952479,1655068853209377,43.793194,outlier,0.743102
0,0,0,786,4063,0.0,2,1,6,786,29540,1655068854333014,1655068854137959,0.0,outlier,0.195055
0,0,0,786,17524,0.0,1,0,6,786,47613,1655068854235212,1655068854235212,0.0,outlier,0.0
189,19,43,786,3389,3.678133,4,3,6,786,65091,1655068855063298,1655068854457788,228.04424,outlier,0.60551
100.5,19,177,786,4063,5.250993,5,4,6,786,63705,1655068855008875,1655068854566586,1029.1946,outlier,0.442289
171.91666666666666,1359,745,786,22,6.926526,12,14,6,786,34030,1655068855810034,1655068853611057,14573.41,outlier,2.198977
2040.1666666666667,168,168,786,"",1.137949,3,3,1,786,"",1655068845249596,1655068833007452,382.35098,malicious,12.242144
0,56,56,786,"",1.020244,1,1,1,786,"",1655068844796746,1655068844796659,114.267365,malicious,8.7E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655068845825985,1655068845825831,114.267365,outlier,1.54E-4
0,8,8,786,"",3.0,1,1,1,786,"",165506884599666,1655068845996562,47.999996,malicious,9.8E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068846430694,1655068846430545,47.999996,malicious,1.49E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068846987526,1655068846987394,47.999996,outlier,1.32E-4
0,56,56,786,"",1.020244,1,1,1,786,"",1655068847301174,1655068847301113,114.267365,outlier,6.1E-5
0,8,8,786,"",3.0,1,1,1,786,"",165506884973082,1655068849730718,47.999996,malicious,1.02E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068850700635,165506885070055,47.999996,outlier,8.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068852253618,1655068852253546,47.999996,outlier,7.2E-5
0,56,56,786,"",1.020244,1,1,1,786,"",165506885238206,1655068852382008,114.267365,malicious,5.2E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655068852694223,1655068852694114,114.267365,malicious,1.09E-4
0,56,56,786,"",0.98453,1,1,1,786,"",1655068852786078,1655068852785999,110.26736,malicious,7.9E-5
1806.75,112,112,786,"",1.01993,2,2,1,786,"",1655068857525471,1655068850297645,228.46443,malicious,7.227826
47,19,43,786,3389,3.678133,4,3,6,786,50883,1655068877930885,1655068877825934,228.04424,outlier,0.104951
5.5,48,48,786,123,4.548067,1,1,17,786,123,1655068878909643,1655068878897984,436.61438,outlier,0.011659
0,0,0,786,30919,0.0,1,0,6,786,47613,1655068879967576,1655068879967576,0.0,outlier,0.0
0,0,0,786,5770,0.0,1,0,6,786,47613,1655068880159329,1655068880159329,0.0,outlier,0.0
0,0,0,786,57533,0.0,1,0,6,786,47613,1655068881827072,1655068881827072,0.0,outlier,0.0
0,0,0,786,47613,0.0,1,0,6,786,11592,1655068881827611,1655068881827611,0.0,outlier,0.0
144,12,12,786,5900,2.886842,5,5,6,786,54880,1655068883440241,1655068883006961,69.28421,outlier,0.43328
173,12,12,786,5900,2.886842,5,5,6,786,56822,1655068884394344,1655068883898397,69.28421,outlier,0.495947
0,0,0,786,16188,0.0,1,0,6,786,47613,1655068884556342,1655068884556342,0.0,outlier,0.0
145,12,12,786,5900,2.886842,5,5,6,786,60718,1655068886789798,1655068886352194,69.28421,outlier,0.437604
0,0,0,786,12205,0.0,1,0,6,786,47613,1655068888078384,1655068888078384,0.0,outlier,0.0
218.66666666666666,1359,745,786,22,6.937098,12,14,6,786,42966,1655068889431573,1655068886600613,14595.653,outlier,2.83096
291.0833333333333,1359,761,786,22,6.935082,14,14,6,786,39630,1655068890184046,1655068886485205,14702.374,outlier,3.698841
0,0,0,786,35117,0.0,1,0,6,786,47613,1655068890059581,1655068890059581,0.0,outlier,0.0
0,0,0,786,47404,0.0,1,0,6,786,47613,165506889086557,165506889086557,0.0,outlier,0.0
0,0,0,786,16356,0.0,1,0,6,786,47613,1655068891210601,1655068891210601,0.0,outlier,0.0
0,0,0,786,18304,0.0,1,0,6,786,47613,165506889168513,165506889168513,0.0,outlier,0.0
0,0,0,786,59445,0.0,1,0,6,786,47613,1655068891800698,1655068891800698,0.0,outlier,0.0
192,1359,761,786,22,6.953892,12,14,6,786,59556,1655068892042044,1655068889574628,14742.252,outlier,2.467416
0,0,0,786,6834,0.0,1,0,6,786,47613,165506889219557,165506889219557,0.0,outlier,0.0
0,0,0,786,60959,0.0,1,0,6,786,47613,1655068892687559,1655068892687559,0.0,outlier,0.0
0,0,0,786,12854,0.0,1,0,6,786,47613,1655068895306302,1655068895306302,0.0,outlier,0.0
0,56,56,786,"",1.020244,1,1,1,786,"",1655068878899733,1655068878899623,114.267365,outlier,1.1E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068881718679,1655068881718571,47.999996,outlier,1.08E-4
0,56,56,786,"",1.020244,1,1,1,786,"",1655068882707791,1655068882707718,114.267365,outlier,7.3E-5
0,8,8,786,"",2.75,1,1,1,786,"",1655068882759537,1655068882759455,43.999996,outlier,8.2E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655068884611655,1655068884611538,114.267365,outlier,1.17E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068885495265,1655068885495141,47.999996,outlier,1.24E-4
0,8,8,786,"",3.0,1,1,1,786,"",165506888768355,1655068887683442,47.999996,outlier,1.08E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068889116751,1655068889116675,47.999996,outlier,7.6E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068889126211,1655068889126169,47.999996,outlier,4.2E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655068890118253,1655068890118172,114.267365,malicious,8.1E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655068891418289,1655068891418199,114.267365,malicious,9.0E-5
0,56,56,786,"",1.020244,1,1,1,786,"",1655068893379763,1655068893379665,114.267365,malicious,9.8E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068894608095,1655068894607982,47.999996,outlier,1.13E-4
0,0,0,786,31383,0.0,1,0,6,786,47613,1655068710525854,1655068710525854,0.0,outlier,0.0
0,0,0,786,36997,0.0,1,0,6,786,47613,1655068714596683,1655068714596683,0.0,outlier,0.0
0,0,0,786,438,0.0,1,0,6,786,47613,1655068716457986,1655068716457986,0.0,outlier,0.0
0,0,0,786,56671,0.0,1,0,6,786,47613,1655068716497247,1655068716497247,0.0,outlier,0.0
0,0,0,786,62763,0.0,1,0,6,786,47613,165506871709284,165506871709284,0.0,outlier,0.0
0,0,3278,786,9200,5.164558,3,1,6,786,47618,1655068718321062,1655068718320996,16929.422,benign,6.6E-5
0,0,0,786,15387,0.0,1,0,6,786,47613,1655068718464805,1655068718464805,0.0,outlier,0.0
0,0,1654,786,9200,5.098688,2,1,6,786,47612,1655068719158278,1655068719158212,8433.23,benign,6.6E-5
185,12,12,786,5900,2.886842,5,5,6,786,40068,1655068721640065,1655068721112676,69.28421,outlier,0.527389
0,8,8,786,"",3.0,1,1,1,786,"",1655068707659178,1655068707659094,47.999996,malicious,8.4E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068714088734,1655068714088627,47.999996,malicious,1.07E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068714324078,1655068714323991,47.999996,outlier,8.7E-5
0,8,8,786,"",3.0,1,1,1,786,"",165506871479855,165506871479847,47.999996,outlier,8.0E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068715581924,1655068715581821,47.999996,malicious,1.03E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068715766626,1655068715766516,47.999996,outlier,1.1E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068717318144,165506871731807,47.999996,outlier,7.4E-5
0,0,0,786,29202,0.0,1,0,6,786,47613,1655068917800423,1655068917800423,0.0,outlier,0.0
172,1359,745,786,22,6.892331,12,14,6,786,52908,1655068920862918,1655068918662899,14501.464,outlier,2.200019
147.5,12,12,786,5900,2.886842,5,5,6,786,50676,1655068920414974,165506891996994,69.28421,outlier,0.445034
144.5,12,12,786,5900,2.886842,5,5,6,786,52370,1655068920910992,1655068920475574,69.28421,outlier,0.435418
163.5,12,12,786,5900,2.886842,5,5,6,786,55410,1655068922606023,1655068922130951,69.28421,outlier,0.475072
139.83333333333334,1359,745,786,22,6.922155,12,14,6,786,60939,1655068922788768,1655068921023192,14564.215,outlier,1.765576
0,0,0,786,24149,0.0,1,0,6,786,47613,1655068925080039,1655068925080039,0.0,outlier,0.0
0,0,0,786,15898,0.0,1,0,6,786,47613,165506892667034,165506892667034,0.0,outlier,0.0
0,0,0,786,37739,0.0,1,0,6,786,47613,1655068927646138,1655068927646138,0.0,outlier,0.0
0,0,0,786,445,0.0,3,1,6,786,44758,1655068927936543,1655068927717292,0.0,outlier,0.219251
0,0,0,786,13065,0.0,1,0,6,786,47613,1655068928129842,1655068928129842,0.0,outlier,0.0
0,0,0,786,5563,0.0,1,0,6,786,47613,1655068928488829,1655068928488829,0.0,outlier,0.0
351.875,515,514,786,445,4.500543,12,10,6,786,42650,1655068932651756,1655068928524912,4631.0586,outlier,4.126844
0,0,0,786,14929,0.0,1,0,6,786,47613,1655068930137578,1655068930137578,0.0,outlier,0.0
0,0,0,786,17003,0.0,1,0,6,786,47613,1655068931404614,1655068931404614,0.0,outlier,0.0
72.1875,1319,1077,786,445,3.855403,15,18,6,786,44410,16550689326073,165506893140925,9237.546,outlier,1.19805
0,0,0,786,5178,0.0,1,0,6,786,47613,1655068931802701,1655068931802701,0.0,outlier,0.0
17,0,72,786,139,3.264075,4,4,6,786,34786,165506893263141,1655068932591465,235.01341,outlier,0.039945
0,0,0,786,58631,0.0,1,0,6,786,47613,1655068933604929,1655068933604929,0.0,outlier,0.0
0,0,0,786,36642,0.0,1,0,6,786,47613,1655068935726782,1655068935726782,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655068918513549,1655068918513453,47.999996,outlier,9.6E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068919532182,1655068919532103,47.999996,malicious,7.9E-5
0,8,8,786,"",2.75,1,1,1,786,"",1655068920212465,1655068920212375,43.999996,outlier,9.0E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068921740957,1655068921740857,47.999996,outlier,1.0E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068926625195,1655068926625105,47.999996,outlier,9.0E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068927601042,1655068927600924,47.999996,outlier,1.18E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068930474324,1655068930474199,47.999996,malicious,1.25E-4
194.83333333333334,1359,745,786,22,6.928807,12,14,6,786,37588,1655068959043145,1655068956534952,14578.211,outlier,2.508193
0,0,0,786,47613,0.0,13,0,6,786,37103,1655068946813419,1655068917569346,0.0,outlier,29.244074
147.5,12,12,786,5900,2.886842,5,5,6,786,53846,1655068936912352,1655068936468549,69.28421,outlier,0.443803
0,0,0,786,48347,0.0,1,0,6,786,47613,1655068941751198,1655068941751198,0.0,outlier,0.0
0,0,0,786,2057,0.0,2,1,6,786,54633,1655068942935362,1655068942838449,0.0,outlier,0.096913
0,0,0,786,2057,0.0,3,1,6,786,40136,165506894414123,1655068942996999,0.0,outlier,1.144231
0,0,0,786,9200,0.0,2,1,6,786,47744,1655068969255155,1655068969254175,0.0,benign,9.8E-4
0,0,0,786,2057,0.0,2,1,6,786,5189,1655068946339344,1655068946244674,0.0,outlier,0.09467
0,0,0,786,18815,0.0,1,0,6,786,47613,1655068946812735,1655068946812735,0.0,outlier,0.0
0,0,0,786,3869,0.0,1,0,6,786,47613,165506895043211,165506895043211,0.0,outlier,0.0
33,0,517,786,2200,3.843433,4,4,6,786,58162,1655068951624601,1655068951558703,1987.0549,outlier,0.065898
0,0,0,786,18030,0.0,1,0,6,786,47613,165506897052209,165506897052209,0.0,outlier,0.0
0,0,0,786,24814,0.0,1,0,6,786,47613,1655068952525924,1655068952525924,0.0,outlier,0.0
1040,19,18,786,20000,3.699337,6,5,6,786,61953,1655068953755432,1655068951583478,136.87546,outlier,2.171954
148,12,12,786,5900,2.886842,5,5,6,786,47068,165506895668856,165506895624264,69.28421,outlier,0.44592
0,0,0,786,9200,0.0,2,1,6,786,47616,1655068973996282,165506897399408,0.0,benign,0.002202
0,0,0,786,24552,0.0,1,0,6,786,47613,1655068956867775,1655068956867775,0.0,outlier,0.0
0,0,0,786,28524,0.0,1,0,6,786,47613,1655068974541644,1655068974541644,0.0,outlier,0.0
0,0,0,786,11914,0.0,1,0,6,786,47613,165506897540586,165506897540586,0.0,outlier,0.0
0,0,0,786,47322,0.0,1,0,6,786,47613,1655068975547733,1655068975547733,0.0,outlier,0.0
0,0,0,786,61153,0.0,1,0,6,786,47613,1655068976379241,1655068976379241,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655068937232954,1655068937232845,47.999996,outlier,1.09E-4
0,8,8,786,"",2.5,1,1,1,786,"",1655068942278129,165506894227803,40.0,malicious,9.9E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068942351125,165506894235105,47.999996,malicious,7.5E-5
849.5384615384615,1464,2467,786,9200,6.28982,13,8,6,786,47440,1655068979460628,1655068968410326,24725.281,benign,11.050302
0.02,0,12993,786,9200,3.126256,58,25,6,786,47770,1655068979952882,165506897994757,40619.438,benign,0.005312
0,0,0,786,46634,0.0,1,0,6,786,47613,1655068959762886,1655068959762886,0.0,outlier,0.0
0.5,0,2700,786,9200,5.077735,4,3,6,786,47776,1655068981915507,1655068981914161,13709.885,benign,0.001346
0,0,0,786,9530,0.0,1,0,6,786,47613,1655068961109949,1655068961109949,0.0,outlier,0.0
0,0,0,786,59917,0.0,1,0,6,786,47613,165506896119223,165506896119223,0.0,outlier,0.0
139.08333333333334,1359,745,786,22,6.925897,12,14,6,786,42305,1655068982369906,1655068980614221,14572.087,outlier,1.755685
0.3333333333333333,0,3278,786,9200,5.164558,5,3,6,786,47778,165506898246339,1655068982462071,16929.422,benign,0.001319
0,0,0,786,14304,0.0,1,0,6,786,47613,1655068982562423,1655068982562423,0.0,outlier,0.0
235,0,14,786,6379,3.128085,4,4,6,786,43976,165506896261696,1655068962149071,43.793194,outlier,0.467889
20,12,12,786,5900,2.886842,5,5,6,786,35789,165506896332823,1655068963265332,69.28421,outlier,0.062898
0,0,0,786,9200,0.0,2,1,6,786,47350,1655068964531619,1655068964529871,0.0,benign,0.001748
0,0,0,786,13193,0.0,1,0,6,786,47613,1655068967040796,1655068967040796,0.0,outlier,0.0
0,0,0,786,35181,0.0,1,0,6,786,47613,165506898605487,165506898605487,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655068970015816,1655068970015699,47.999996,malicious,1.17E-4
0,0,0,786,5011,0.0,2,20,6,786,47613,1655068948668534,1655068948667666,0.0,outlier,8.68E-4
0,8,8,786,"",2.75,1,1,1,786,"",1655068975965761,1655068975965595,43.999996,outlier,1.66E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068957491487,1655068957491411,47.999996,outlier,7.6E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655068979969217,165506897996912,47.999996,malicious,9.7E-5
1015.5,19,18,786,25460,3.699337,6,5,6,786,61953,1655068988521536,1655068986412005,136.87546,outlier,2.109531
172.16666666666666,1359,745,786,22,6.915021,12,14,6,786,43542,1655068988745875,1655068986541994,14549.205,outlier,2.203881
0,0,0,786,51017,0.0,1,0,6,786,47613,1655068989890822,1655068989890822,0.0,outlier,0.0
0,0,0,786,62257,0.0,1,0,6,786,47613,1655068996530799,1655068996530799,0.0,outlier,0.0
0,0,0,786,48930,0.0,1,0,6,786,47613,1655068997078426,1655068997078426,0.0,outlier,0.0
145,12,12,786,5900,2.886842,5,5,6,786,50558,1655068997315872,1655068996878994,69.28421,outlier,0.436878
0,0,0,786,59393,0.0,1,0,6,786,47613,165506899817075,165506899817075,0.0,outlier,0.0
0,0,0,786,47613,0.0,20,0,6,786,5011,1655069011578502,1655068980093097,0.0,outlier,31.485405
0,0,0,786,16242,0.0,1,0,6,786,47613,1655069000443285,1655069000443285,0.0,outlier,0.0
0,0,0,786,37859,0.0,1,0,6,786,47613,165506899091583,165506899091583,0.0,outlier,0.0
145,0,26,786,1434,3.594482,4,4,6,786,52256,1655068991423507,1655068991133195,93.456535,outlier,0.290312
0,0,0,786,3742,0.0,1,0,6,786,47613,1655069002294322,1655069002294322,0.0,outlier,0.0
0,0,0,786,34439,0.0,1,0,6,786,47613,16550690036893,16550690036893,0.0,outlier,0.0
0,0,0,786,13896,0.0,1,0,6,786,47613,1655069005656444,1655069005656444,0.0,outlier,0.0
0.1,0,12333,786,9200,2.194684,12,6,6,786,47794,1655068992547821,1655068992546354,27067.033,benign,0.001467
0,8,8,786,"",3.0,1,1,1,786,"",165506899717742,1655068997177309,47.999996,malicious,1.11E-4
147.5,12,12,786,5900,2.886842,5,5,6,786,42114,1655068993558601,165506899311404,69.28421,outlier,0.444561
0,8,8,786,"",3.0,1,1,1,786,"",1655069002340682,1655069002340583,47.999996,malicious,9.9E-5
0,0,0,786,3878,0.0,1,0,6,786,47613,1655068993705008,1655068993705008,0.0,outlier,0.0
0,8,8,786,"",2.75,1,1,1,786,"",1655069002482143,165506900248203,43.999996,malicious,1.13E-4
0,0,0,786,39271,0.0,1,0,6,786,47613,1655068994065749,1655068994065749,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655069005059643,165506900505953,47.999996,malicious,1.13E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655068987581794,1655068987581702,47.999996,malicious,9.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655069016077372,1655069016077258,47.999996,outlier,1.14E-4
0,0,0,786,3783,0.0,1,0,6,786,47613,1655069051194304,1655069051194304,0.0,outlier,0.0
162.5,19,43,786,3389,3.678133,4,3,6,786,58254,1655069052198619,1655069051646076,228.04424,outlier,0.552543
0,0,0,786,43931,0.0,1,0,6,786,47613,1655069054664068,1655069054664068,0.0,outlier,0.0
0,0,0,786,33706,0.0,1,0,6,786,47613,1655069055441287,1655069055441287,0.0,outlier,0.0
0,0,0,786,34864,0.0,1,0,6,786,47613,1655069060700701,1655069060700701,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655069062057511,1655069062057424,47.999996,malicious,8.7E-5
148.5,12,12,786,5900,2.886842,5,5,6,786,56288,1655069065913764,1655069065467422,69.28421,outlier,0.446342
147.5,12,12,786,5900,2.886842,5,5,6,786,57634,1655069066656945,1655069066139946,69.28421,outlier,0.516999
148.5,12,12,786,5900,2.886842,5,5,6,786,37510,1655069068578881,165506906812983,69.28421,outlier,0.449051
0,0,0,786,17667,0.0,1,0,6,786,47613,165506907593243,165506907593243,0.0,outlier,0.0
0,0,0,786,47613,0.0,1,0,6,786,31815,1655069076781717,1655069076781717,0.0,outlier,0.0
0,0,0,786,24728,0.0,1,0,6,786,47613,1655069077132509,1655069077132509,0.0,outlier,0.0
5.5,48,48,786,123,4.652669,1,1,17,786,123,1655069077909668,1655069077897941,446.65625,outlier,0.011727
0,0,0,786,179,0.0,1,5,6,786,35395,1655069068555532,1655069068555532,0.0,outlier,0.0
0,0,0,786,48227,0.0,1,0,6,786,47613,1655069084828103,1655069084828103,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655069064964064,165506906496394,47.999996,outlier,1.24E-4
0,0,0,786,28732,0.0,1,0,6,786,47613,165506908831487,165506908831487,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655069075825884,1655069075825765,47.999996,outlier,1.19E-4
0,0,0,786,35859,0.0,1,0,6,786,47613,1655069094347728,1655069094347728,0.0,outlier,0.0
0,4,4,786,"",2.0,1,1,1,786,"",1655069077101933,1655069077101831,16.0,outlier,1.02E-4
0,0,0,786,24299,0.0,1,0,6,786,47613,165506909494765,165506909494765,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655069085764047,1655069085763912,47.999996,malicious,1.35E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655069086522181,1655069086522056,47.999996,malicious,1.25E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655069087459106,165506908745899,47.999996,outlier,1.16E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655069090359869,1655069090359784,47.999996,malicious,8.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655069094835593,1655069094835455,47.999996,outlier,1.38E-4
0,0,0,786,7448,0.0,1,0,6,786,47613,1655069231165255,1655069231165255,0.0,outlier,0.0
0,0,3715,786,9200,5.117917,3,1,6,786,47784,1655069231975838,1655069231975783,19013.06,benign,5.5E-5
0,0,8866,786,9200,2.798615,7,3,6,786,47786,1655069234042095,1655069234041697,24812.523,benign,3.98E-4
0,0,0,786,53941,0.0,1,0,6,786,47613,1655069234385529,1655069234385529,0.0,outlier,0.0
55,0,47,786,33314,4.155132,5,3,6,786,64068,1655069229793434,1655069229682436,195.29121,outlier,0.110998
0,0,2700,786,9200,5.077735,2,1,6,786,47776,1655069229939066,1655069229939027,13709.885,benign,3.9E-5
0,0,0,786,59278,0.0,2,25,6,786,47613,1655069273012346,1655069273011596,0.0,outlier,7.5E-4
177,12,12,786,5900,2.886842,5,5,6,786,41170,1655069292240824,1655069291728469,69.28421,outlier,0.512355
0,0,0,786,23,0.0,2,1,6,786,44388,165506929245817,1655069292422524,0.0,outlier,0.035646
0,0,0,786,6232,0.0,1,0,6,786,47613,1655069293765215,1655069293765215,0.0,outlier,0.0
0,0,0,786,56246,0.0,1,0,6,786,47613,1655069294634488,1655069294634488,0.0,outlier,0.0
0,0,0,786,12090,0.0,1,0,6,786,47613,1655069295486039,1655069295486039,0.0,outlier,0.0
0,0,0,786,46984,0.0,1,0,6,786,47613,1655069296246111,1655069296246111,0.0,outlier,0.0
0,0,0,786,43253,0.0,1,0,6,786,47613,1655069296257492,1655069296257492,0.0,outlier,0.0
0,0,0,786,50767,0.0,1,0,6,786,47613,1655069296898484,1655069296898484,0.0,outlier,0.0
